network,registered_country_geoname_id
192.160.17.0/24,6252001
192.160.21.0/24,298795
192.160.22.0/24,2960313
192.160.23.0/24,3144096
192.160.24.0/23,6252001
192.160.27.0/24,3175395
192.160.28.0/24,6252001
192.160.33.0/24,2510769
192.160.35.0/24,6252001
192.160.37.0/24,3175395
192.160.38.0/23,6252001
192.160.45.0/24,3469034
192.160.46.0/23,6252001
192.160.50.0/24,3469034
192.160.51.0/24,6252001
192.160.65.0/24,2921044
192.160.66.0/24,6252001
192.160.67.0/24,2782113
192.160.68.0/23,6252001
192.160.71.0/24,2077456
192.160.72.0/21,6252001
192.160.95.0/24,2658434
192.160.97.0/24,6252001
192.160.102.0/24,6251999
192.160.103.0/24,6252001
192.160.106.0/24,2750405
192.160.107.0/24,6252001
192.160.109.0/24,2635167
192.160.110.0/24,798544
192.160.111.0/24,3996063
192.160.112.0/21,6252001
192.160.123.0/24,3017382
192.160.124.0/23,6252001
192.160.126.0/24,3144096
192.160.127.0/24,6252001
192.160.128.0/24,3469034
192.160.129.0/24,6252001
192.160.142.0/24,2921044
192.160.143.0/24,2635167
192.160.144.0/21,6252001
192.160.152.0/24,2750405
192.160.153.0/24,6252001
192.160.156.0/24,3175395
192.160.157.0/24,6252001
192.160.160.0/24,3175395
192.160.161.0/24,1861060
192.160.162.0/23,6252001
192.160.167.0/24,6251999
192.160.168.0/24,6252001
192.160.169.0/24,2077456
192.160.172.0/24,719819
192.160.173.0/24,6252001
192.160.174.0/23,4566966
192.160.177.0/24,2635167
192.160.180.0/22,6252001
192.160.188.0/24,3469034
192.160.189.0/24,6252001
192.160.194.0/23,2635167
192.160.196.0/22,6252001
192.160.205.0/24,2077456
192.160.206.0/23,6252001
192.160.224.0/24,2017370
192.160.225.0/24,3144096
192.160.226.0/24,2186224
192.160.227.0/24,6252001
192.160.231.0/24,2782113
192.160.233.0/24,2017370
192.160.234.0/23,6252001
192.160.245.0/24,2264397
192.160.250.0/24,3580718
192.160.251.0/24,2264397
192.160.252.0/24,294640
192.160.253.0/24,6252001
192.160.255.0/24,6251999
192.161.0.0/22,6252001
192.161.6.0/23,99237
192.161.8.0/21,6252001
192.161.64.0/23,2802361
192.161.66.0/23,6252001
192.161.96.0/19,6251999
192.161.128.0/23,2186224
192.161.130.0/23,6252001
192.162.0.0/24,2017370
192.162.4.0/22,3144096
192.162.8.0/22,2017370
192.162.12.0/22,2510769
192.162.16.0/24,798549
192.162.17.0/24,2264397
192.162.18.0/24,2635167
192.162.19.0/24,690791
192.162.20.0/22,2017370
192.162.24.0/24,2658434
192.162.32.0/22,690791
192.162.36.0/22,2017370
192.162.44.0/22,798544
192.162.52.0/22,6290252
192.162.56.0/22,2017370
192.162.60.0/22,798544
192.162.64.0/22,2017370
192.162.68.0/22,3017382
192.162.72.0/22,102358
192.162.76.0/22,690791
192.162.84.0/22,2921044
192.162.88.0/22,2017370
192.162.92.0/22,798544
192.162.96.0/22,3077311
192.162.100.0/22,241170
192.162.104.0/22,458258
192.162.108.0/22,690791
192.162.120.0/21,2017370
192.162.128.0/22,798544
192.162.132.0/22,690791
192.162.136.0/22,2750405
192.162.140.0/22,690791
192.162.144.0/21,798544
192.162.152.0/22,690791
192.162.156.0/22,1522867
192.162.160.0/22,690791
192.162.164.0/22,798544
192.162.168.0/22,2921044
192.162.172.0/22,798544
192.162.180.0/22,2017370
192.162.184.0/23,798549
192.162.188.0/22,2017370
192.162.196.0/23,798544
192.162.200.0/22,690791
192.162.204.0/22,2658434
192.162.208.0/22,690791
192.162.212.0/22,2017370
192.162.216.0/22,2963597
192.162.220.0/22,2661886
192.162.224.0/23,690791
192.162.228.0/23,2921044
192.162.231.0/24,732800
192.162.232.0/21,690791
192.162.240.0/21,2017370
192.162.248.0/24,798544
192.162.249.0/24,2017370
192.163.0.0/21,6252001
192.163.24.0/22,3570311
192.163.28.0/22,6252001
192.163.32.0/19,660013
192.163.160.0/19,6252001
192.164.0.0/16,2782113
192.165.0.0/24,2661886
192.166.0.0/21,2921044
192.166.12.0/22,2017370
192.166.16.0/20,2921044
192.166.32.0/22,798544
192.166.36.0/22,99237
192.166.40.0/22,2921044
192.166.44.0/22,2635167
192.166.48.0/20,2921044
192.166.81.0/24,241170
192.166.82.0/24,597427
192.166.84.0/22,2921044
192.166.96.0/22,2750405
192.166.100.0/22,2017370
192.166.104.0/21,2921044
192.166.112.0/23,690791
192.166.114.0/24,597427
192.166.116.0/22,2017370
192.166.120.0/23,798544
192.166.122.0/24,798549
192.166.123.0/24,2017370
192.166.128.0/21,690791
192.166.136.0/22,2635167
192.166.140.0/22,3017382
192.166.144.0/23,2017370
192.166.146.0/23,2921044
192.166.148.0/22,2510769
192.166.152.0/24,2921044
192.166.153.0/24,241170
192.166.154.0/23,3017382
192.166.158.0/23,2921044
192.166.202.0/23,798544
192.166.204.0/22,3017382
192.166.208.0/21,2635167
192.166.216.0/21,798544
192.166.224.0/22,2750405
192.166.228.0/22,1512440
192.166.232.0/21,2017370
192.166.240.0/22,2782113
192.166.244.0/24,2921044
192.166.248.0/22,2635167
192.166.252.0/24,3175395
192.166.253.0/24,2921044
192.166.255.0/24,798544
192.167.0.0/16,3175395
192.169.0.0/22,6252001
192.169.4.0/24,6251999
192.169.5.0/24,6252001
192.169.32.0/23,1694008
192.169.34.0/23,1880251
192.169.37.0/24,1694008
192.169.38.0/23,1880251
192.169.41.0/24,1694008
192.169.42.0/23,6252001
192.171.1.0/24,2921044
192.171.6.0/23,6252001
192.171.32.0/19,6251999
192.171.80.0/20,6252001
192.171.104.0/21,4030656
192.171.112.0/23,6252001
192.171.114.0/23,6251999
192.171.116.0/22,6252001
192.171.120.0/21,3374084
192.171.128.0/18,2635167
192.171.200.0/21,6252001
192.172.227.0/24,1861060
192.172.232.0/24,3175395
192.172.233.0/24,6252001
192.172.235.0/24,1861060
192.172.240.0/24,6252001
192.172.241.0/24,1861060
192.172.244.0/24,6252001
192.172.250.0/24,6251999
192.172.251.0/24,6252001
192.172.253.0/24,2960313
192.172.254.0/24,6251999
192.172.255.0/24,6252001
192.173.1.0/24,2635167
192.173.5.0/24,6252001
192.173.16.0/21,2186224
192.173.25.0/24,6252001
192.173.28.0/22,6251999
192.173.32.0/19,6252001
192.173.128.0/21,2635167
192.173.136.0/21,6252001
192.173.144.0/21,6251999
192.173.152.0/21,6252001
192.174.4.0/22,6251999
192.174.8.0/21,6252001
192.174.64.0/22,2782113
192.174.69.0/24,6252001
192.174.128.0/17,1861060
192.175.0.0/24,6252001
192.175.1.0/24,2963597
192.175.2.0/24,597427
192.175.3.0/24,6252001
192.175.6.0/23,6251999
192.175.8.0/22,6252001
192.175.14.0/23,1522867
192.175.16.0/20,6252001
192.175.32.0/22,660013
192.175.37.0/24,3017382
192.175.38.0/23,2658434
192.175.40.0/22,2635167
192.175.44.0/22,660013
192.175.48.0/20,6252001
192.175.88.0/21,6251999
192.175.128.0/17,6252001
192.176.0.0/20,2661886
192.177.0.0/19,6252001
192.184.16.0/20,6251999
192.184.32.0/19,6252001
192.186.64.0/18,6251999
192.186.192.0/18,6252001
192.187.16.0/21,2510769
192.187.26.0/23,6252001
192.187.28.0/22,6251999
192.187.32.0/19,6252001
192.188.2.0/24,6251999
192.188.3.0/24,6252001
192.188.10.0/24,2264397
192.188.11.0/24,3469034
192.188.12.0/22,6252001
192.188.44.0/22,3658394
192.188.61.0/24,6252001
192.188.63.0/24,2635167
192.188.65.0/24,3017382
192.188.66.0/23,6252001
192.188.69.0/24,2635167
192.188.70.0/24,6252001
192.188.71.0/24,2186224
192.188.72.0/24,6252001
192.188.73.0/24,1861060
192.188.81.0/24,6252001
192.188.82.0/23,1819730
192.188.84.0/24,6252001
192.188.88.0/24,6251999
192.188.91.0/24,6252001
192.188.92.0/24,1861060
192.188.93.0/24,6252001
192.188.96.0/24,2635167
192.188.97.0/24,6252001
192.188.101.0/24,2077456
192.188.102.0/23,6252001
192.188.105.0/24,3144096
192.188.106.0/24,6252001
192.188.107.0/24,2077456
192.188.108.0/22,6252001
192.188.115.0/24,2077456
192.188.116.0/24,2017370
192.188.117.0/24,2635167
192.188.118.0/23,6252001
192.188.121.0/24,2782113
192.188.122.0/24,2635167
192.188.123.0/24,6252001
192.188.125.0/24,2635167
192.188.126.0/24,6252001
192.188.127.0/24,2963597
192.188.129.0/24,2635167
192.188.130.0/23,6252001
192.188.132.0/24,2635167
192.188.133.0/24,6252001
192.188.136.0/24,2921044
192.188.137.0/24,6252001
192.188.145.0/24,2635167
192.188.146.0/23,6252001
192.188.151.0/24,2077456
192.188.152.0/22,6252001
192.188.157.0/24,2635167
192.188.159.0/24,6252001
192.188.164.0/22,2400553
192.188.168.0/23,6251999
192.188.170.0/24,6252001
192.188.171.0/24,1668284
192.188.172.0/24,1605651
192.188.173.0/24,6252001
192.188.174.0/24,1694008
192.188.175.0/24,1643084
192.188.176.0/21,6252001
192.188.185.0/24,2186224
192.188.186.0/24,2077456
192.188.187.0/24,2017370
192.188.188.0/24,6252001
192.188.189.0/24,2017370
192.188.190.0/23,6252001
192.188.194.0/23,3658394
192.188.198.0/23,6252001
192.188.233.0/24,798544
192.188.238.0/23,6252001
192.188.242.0/23,719819
192.188.248.0/24,3175395
192.188.249.0/24,6252001
192.189.1.0/24,2635167
192.189.2.0/23,6252001
192.189.8.0/22,2635167
192.189.12.0/23,6252001
192.189.14.0/24,2921044
192.189.15.0/24,6252001
192.189.22.0/24,6251999
192.189.23.0/24,2635167
192.189.25.0/24,6252001
192.189.34.0/24,2186224
192.189.35.0/24,6252001
192.189.36.0/22,6251999
192.189.40.0/24,6252001
192.189.41.0/24,2635167
192.189.42.0/23,6252001
192.189.51.0/24,2782113
192.189.52.0/24,2635167
192.189.53.0/24,6252001
192.189.54.0/24,2077456
192.189.55.0/24,2635167
192.189.56.0/21,6252001
192.189.66.0/24,3017382
192.189.67.0/24,6251999
192.189.69.0/24,2635167
192.189.70.0/24,294640
192.189.71.0/24,6252001
192.189.73.0/24,2750405
192.189.74.0/24,6252001
192.189.75.0/24,953987
192.189.76.0/24,2921044
192.189.77.0/24,6252001
192.189.90.0/24,6251999
192.189.91.0/24,6252001
192.189.95.0/24,4566966
192.189.96.0/20,6252001
192.189.119.0/24,2635167
192.189.120.0/21,6252001
192.189.139.0/24,2400553
192.189.141.0/24,6252001
192.189.151.0/24,2921044
192.189.152.0/23,6252001
192.189.154.0/24,3175395
192.189.155.0/24,6252001
192.189.157.0/24,2635167
192.189.158.0/24,6252001
192.189.159.0/24,2077456
192.189.160.0/24,2635167
192.189.161.0/24,6252001
192.189.166.0/23,2635167
192.189.171.0/24,6252001
192.189.202.0/23,2635167
192.189.204.0/24,6251999
192.189.205.0/24,6252001
192.189.208.0/22,2077456
192.189.212.0/22,6252001
192.189.223.0/24,1694008
192.189.224.0/22,6252001
192.189.229.0/24,2077456
192.189.234.0/23,6252001
192.189.251.0/24,2921044
192.189.252.0/22,6252001
192.190.0.0/24,6251999
192.190.1.0/24,6252001
192.190.19.0/24,6251999
192.190.20.0/22,6252001
192.190.25.0/24,6251999
192.190.26.0/23,6252001
192.190.30.0/23,3996063
192.190.32.0/21,6252001
192.190.44.0/24,2635167
192.190.45.0/24,6252001
192.190.58.0/23,3144096
192.190.60.0/24,6252001
192.190.61.0/24,2077456
192.190.62.0/23,6252001
192.190.64.0/24,2635167
192.190.65.0/24,6252001
192.190.66.0/24,2077456
192.190.67.0/24,2635167
192.190.68.0/24,6252001
192.190.69.0/24,3017382
192.190.70.0/23,6252001
192.190.75.0/24,6251999
192.190.76.0/22,6252001
192.190.95.0/24,3144096
192.190.96.0/21,6252001
192.190.108.0/24,2186224
192.190.109.0/24,6252001
192.190.129.0/24,3017382
192.190.133.0/24,6252001
192.190.168.0/22,2411586
192.190.172.0/24,6252001
192.190.173.0/24,719819
192.190.174.0/24,2264397
192.190.175.0/24,6252001
192.190.180.0/24,2077456
192.190.182.0/23,2635167
192.190.184.0/22,6252001
192.190.190.0/23,3144096
192.190.194.0/23,6252001
192.190.201.0/24,2635167
192.190.203.0/24,6252001
192.190.204.0/23,1880251
192.190.206.0/23,6252001
192.190.208.0/24,2077456
192.190.216.0/21,6252001
192.190.233.0/24,3017382
192.190.237.0/24,6252001
192.190.240.0/24,2635167
192.190.241.0/24,6252001
192.190.242.0/24,3017382
192.190.243.0/24,6252001
192.190.247.0/24,2635167
192.190.250.0/23,6252001
192.192.0.0/17,1668284
192.193.0.0/23,6252001
192.194.0.0/16,660013
192.195.1.0/24,2635167
192.195.3.0/24,6251999
192.195.4.0/22,6252001
192.195.8.0/24,2017370
192.195.9.0/24,6252001
192.195.12.0/23,2186224
192.195.15.0/24,6252001
192.195.39.0/24,1835841
192.195.41.0/24,6252001
192.195.42.0/23,2635167
192.195.44.0/22,2077456
192.195.56.0/23,3469034
192.195.58.0/23,6252001
192.195.72.0/24,798544
192.195.73.0/24,6252001
192.195.98.0/24,2921044
192.195.99.0/24,6252001
192.195.102.0/24,2077456
192.195.103.0/24,6252001
192.195.105.0/24,2635167
192.195.106.0/24,798544
192.195.107.0/24,6252001
192.195.110.0/24,3175395
192.195.111.0/24,6252001
192.195.116.0/23,2635167
192.195.119.0/24,6252001
192.195.134.0/23,2661886
192.195.149.0/24,6252001
192.195.170.0/24,2077456
192.195.171.0/24,6252001
192.195.183.0/24,2750405
192.195.184.0/24,2921044
192.195.185.0/24,6252001
192.195.195.0/24,2264397
192.195.196.0/24,6252001
192.195.197.0/24,2077456
192.195.198.0/23,6252001
192.195.203.0/24,6251999
192.195.204.0/22,6252001
192.195.219.0/24,2186224
192.195.220.0/22,6252001
192.195.236.0/24,2635167
192.195.237.0/24,3469034
192.195.238.0/23,6252001
192.195.255.0/24,6251999
192.196.0.0/24,6252001
192.196.1.0/24,3017382
192.196.156.0/22,6252001
192.196.192.0/20,2921044
192.196.208.0/21,6252001
192.196.223.0/24,6251999
192.196.224.0/19,6252001
192.197.0.0/19,6251999
192.197.58.0/23,6252001
192.197.60.0/22,6251999
192.197.89.0/24,6252001
192.197.90.0/23,6251999
192.197.92.0/23,6252001
192.197.94.0/23,6251999
192.197.113.0/24,1814991
192.197.114.0/23,6251999
192.197.122.0/23,6252001
192.197.124.0/22,6251999
192.197.144.0/22,6252001
192.197.148.0/22,6251999
192.197.156.0/22,6252001
192.197.161.0/24,6251999
192.197.189.0/24,1694008
192.197.190.0/23,6251999
192.197.199.0/24,6252001
192.197.202.0/23,6251999
192.197.207.0/24,6252001
192.197.208.0/21,6251999
192.197.216.0/22,6252001
192.197.225.0/24,6251999
192.197.245.0/24,6252001
192.197.246.0/24,6251999
192.197.247.0/24,6252001
192.197.248.0/22,6251999
192.197.255.0/24,6252001
192.198.8.0/21,3865483
192.198.16.0/21,6252001
192.198.96.0/20,6251999
192.198.128.0/21,6252001
192.199.0.0/24,6251999
192.199.1.0/24,6252001
192.199.12.0/22,6251999
192.199.16.0/20,2264397
192.199.32.0/20,2077456
192.199.48.0/20,6251999
192.199.64.0/18,6252001
192.199.192.0/20,6251999
192.199.208.0/20,6252001
192.200.0.0/24,6251999
192.200.1.0/24,6252001
192.200.64.0/20,2186224
192.200.80.0/20,6252001
192.203.0.0/24,4566966
192.203.1.0/24,6252001
192.203.37.0/24,3576916
192.203.40.0/21,6252001
192.203.80.0/24,2017370
192.203.96.0/23,6252001
192.203.99.0/24,2186224
192.203.100.0/22,6252001
192.203.106.0/23,6251999
192.203.108.0/23,660013
192.203.110.0/23,6252001
192.203.138.0/23,1835841
192.203.147.0/24,6252001
192.203.154.0/24,2186224
192.203.155.0/24,6252001
192.203.158.0/24,3895114
192.203.159.0/24,6252001
192.203.176.0/24,2077456
192.203.177.0/24,3996063
192.203.178.0/23,6252001
192.203.183.0/24,1819730
192.203.186.0/23,6252001
192.203.197.0/24,6251999
192.203.198.0/23,6252001
192.203.203.0/24,6251999
192.203.204.0/22,6252001
192.203.213.0/24,2077456
192.203.214.0/23,6252001
192.203.216.0/24,2186224
192.203.217.0/24,6252001
192.203.227.0/24,102358
192.203.228.0/22,6252001
192.203.232.0/24,1821275
192.203.233.0/24,6252001
192.203.235.0/24,2077456
192.203.236.0/22,6252001
192.203.247.0/24,1605651
192.203.248.0/21,6252001
192.206.1.0/24,6251999
192.206.2.0/23,6252001
192.206.4.0/22,6251999
192.206.8.0/21,6252001
192.206.28.0/24,6251999
192.206.29.0/24,6252001
192.206.54.0/23,6251999
192.206.56.0/21,6252001
192.206.69.0/24,
192.206.70.0/23,6252001
192.206.77.0/24,2635167
192.206.82.0/23,6252001
192.206.86.0/24,294640
192.206.87.0/24,6252001
192.206.93.0/24,6251999
192.206.95.0/24,6252001
192.206.117.0/24,2077456
192.206.118.0/23,6252001
192.206.144.0/21,6251999
192.206.152.0/22,2186224
192.206.158.0/23,6252001
192.206.181.0/24,6251999
192.206.182.0/23,6252001
192.206.217.0/24,6251999
192.206.219.0/24,6252001
192.206.222.0/23,294640
192.206.227.0/24,6252001
192.207.14.0/24,3175395
192.207.15.0/24,6252001
192.207.25.0/24,2510769
192.207.26.0/23,6252001
192.207.31.0/24,2750405
192.207.32.0/24,6252001
192.207.33.0/24,2077456
192.207.34.0/23,6252001
192.207.40.0/23,3658394
192.207.43.0/24,6252001
192.207.48.0/24,4566966
192.207.49.0/24,6252001
192.207.60.0/23,6251999
192.207.62.0/24,6252001
192.207.64.0/24,1605651
192.207.65.0/24,3658394
192.207.69.0/24,6252001
192.207.76.0/24,6251999
192.207.77.0/24,6252001
192.207.91.0/24,1819730
192.207.92.0/22,6252001
192.207.96.0/23,2077456
192.207.99.0/24,6252001
192.207.113.0/24,2077456
192.207.114.0/23,6252001
192.207.119.0/24,2077456
192.207.122.0/23,6252001
192.207.138.0/24,6251999
192.207.139.0/24,6252001
192.207.141.0/24,2635167
192.207.142.0/24,2960313
192.207.144.0/23,6252001
192.207.146.0/24,3895114
192.207.147.0/24,6252001
192.207.156.0/23,2077456
192.207.159.0/24,6252001
192.207.161.0/24,2077456
192.207.162.0/23,6252001
192.207.165.0/24,2077456
192.207.166.0/23,6252001
192.207.183.0/24,3595528
192.207.184.0/23,6252001
192.207.194.0/23,3469034
192.207.196.0/24,2264397
192.207.197.0/24,2077456
192.207.199.0/24,6252001
192.207.200.0/22,3469034
192.207.204.0/23,3996063
192.207.206.0/24,3469034
192.207.207.0/24,6252001
192.207.244.0/24,3658394
192.207.245.0/24,6252001
192.207.248.0/24,2077456
192.207.249.0/24,6252001
192.208.1.0/24,6251999
192.208.16.0/20,6252001
192.210.1.0/24,6251999
192.210.11.0/24,6252001
192.210.64.0/18,6251999
192.210.128.0/19,6252001
192.211.0.0/24,2661886
192.211.1.0/24,6252001
192.211.46.0/23,6251999
192.211.48.0/22,6252001
192.211.124.0/22,6251999
192.211.128.0/17,6252001
192.214.100.0/22,6251999
192.214.104.0/21,6252001
192.214.112.0/23,3374084
192.214.128.0/19,6251999
192.214.160.0/22,2921044
192.214.192.0/19,3017382
192.214.224.0/19,6251999
192.215.0.0/16,6252001
192.218.0.0/16,1861060
192.219.0.0/20,6251999
192.219.29.0/24,3573345
192.219.30.0/23,6251999
192.219.216.0/21,6252001
192.219.236.0/22,6251999
192.219.250.0/24,6252001
192.219.251.0/24,6251999
192.219.255.0/24,6252001
192.222.1.0/24,6251999
192.222.9.0/24,6252001
192.222.102.0/23,6251999
192.222.104.0/21,6252001
192.222.128.0/17,6251999
192.223.0.0/21,6252001
192.223.12.0/22,6251999
192.223.16.0/20,6252001
192.223.64.0/18,3923057
192.223.128.0/21,6252001
192.225.0.0/24,6251999
192.225.1.0/24,6252001
192.225.96.0/24,6251999
192.225.97.0/24,6252001
192.226.32.0/19,6251999
192.226.64.0/18,6252001
192.226.128.0/17,6251999
192.227.0.0/24,6252001
192.227.1.0/24,1694008
192.227.16.0/20,6252001
192.228.4.0/22,6251999
192.228.32.0/19,6252001
192.228.98.0/23,4566966
192.228.100.0/23,6252001
192.228.128.0/17,1733045
192.229.0.0/20,6252001
192.229.24.0/21,6251999
192.229.32.0/19,6252001
192.230.16.0/20,2186224
192.230.32.0/24,6252001
192.231.5.0/24,6251999
192.231.6.0/23,6252001
192.231.36.0/24,3572887
192.231.37.0/24,6252001
192.231.59.0/24,2077456
192.231.60.0/22,6252001
192.231.66.0/24,6251999
192.231.67.0/24,2782113
192.231.68.0/22,6252001
192.231.82.0/24,2921044
192.231.83.0/24,6252001
192.231.92.0/22,4566966
192.231.98.0/23,6252001
192.231.110.0/24,3895114
192.231.111.0/24,6252001
192.231.114.0/23,3469034
192.231.116.0/24,3437598
192.231.117.0/24,3469034
192.231.120.0/23,3865483
192.231.122.0/23,6252001
192.231.127.0/24,2077456
192.231.128.0/22,6252001
192.231.135.0/24,2077456
192.231.138.0/23,6252001
192.231.140.0/24,3895114
192.231.141.0/24,6252001
192.231.155.0/24,6251999
192.231.156.0/22,6252001
192.231.166.0/23,2077456
192.231.169.0/24,1880251
192.231.171.0/24,6252001
192.231.172.0/23,6251999
192.231.175.0/24,3469034
192.231.177.0/24,6252001
192.231.183.0/24,2186224
192.231.184.0/22,6252001
192.231.188.0/24,6251999
192.231.189.0/24,6252001
192.231.203.0/24,2077456
192.231.204.0/22,6252001
192.231.212.0/24,2077456
192.231.213.0/24,6252001
192.231.237.0/24,149590
192.231.238.0/23,6252001
192.231.247.0/24,6251999
192.231.249.0/24,6252001
192.231.254.0/24,953987
192.231.255.0/24,6252001
192.232.128.0/19,2077456
192.232.160.0/19,6252001
192.234.0.0/24,6251999
192.234.1.0/24,6252001
192.234.23.0/24,6251999
192.234.24.0/21,6252001
192.234.98.0/24,6251999
192.234.99.0/24,6252001
192.234.102.0/24,3996063
192.234.103.0/24,6252001
192.234.171.0/24,6251999
192.234.172.0/22,6252001
192.234.196.0/22,6251999
192.234.200.0/22,6252001
192.234.204.0/24,6251999
192.234.205.0/24,6252001
192.234.223.0/24,6251999
192.234.230.0/24,6252001
192.234.245.0/24,2077456
192.234.246.0/23,6252001
192.235.48.0/20,3374084
192.235.64.0/18,6252001
192.235.128.0/17,6251999
192.236.0.0/21,6252001
192.236.12.0/22,6251999
192.236.16.0/20,6252001
192.237.0.0/19,6251999
192.237.32.0/19,6252001
192.238.1.0/24,2658434
192.238.11.0/24,6251999
192.238.16.0/23,6252001
192.241.64.0/21,6251999
192.241.128.0/17,6252001
192.243.48.0/20,3575830
192.243.64.0/21,6252001
192.243.76.0/22,6251999
192.243.80.0/20,6252001
192.243.96.0/20,2635167
192.243.112.0/21,6251999
192.243.128.0/18,6252001
192.243.214.0/23,6251999
192.243.216.0/21,6252001
192.244.0.0/16,1861060
192.245.0.0/21,6252001
192.245.13.0/24,
192.245.15.0/24,6252001
192.245.24.0/24,6251999
192.245.25.0/24,6252001
192.245.30.0/24,3469034
192.245.31.0/24,6252001
192.245.51.0/24,6251999
192.245.52.0/22,6252001
192.245.58.0/23,1880251
192.245.60.0/24,3895114
192.245.61.0/24,6252001
192.245.105.0/24,2077456
192.245.113.0/24,6252001
192.245.121.0/24,3923057
192.245.122.0/23,6252001
192.245.148.0/24,2589581
192.245.149.0/24,6252001
192.245.152.0/24,690791
192.245.153.0/24,6252001
192.245.160.0/23,6251999
192.245.162.0/24,1269750
192.245.163.0/24,6252001
192.245.169.0/24,798544
192.245.170.0/23,6252001
192.245.172.0/24,6251999
192.245.173.0/24,6252001
192.245.183.0/24,6251999
192.245.184.0/24,6252001
192.245.185.0/24,2186224
192.245.186.0/23,6252001
192.245.196.0/24,1819730
192.245.197.0/24,6252001
192.245.208.0/24,1819730
192.245.209.0/24,6252001
192.245.210.0/23,2077456
192.245.218.0/24,6252001
192.245.220.0/24,2186224
192.245.221.0/24,6252001
192.245.225.0/24,2635167
192.245.226.0/23,6252001
192.245.228.0/24,6251999
192.245.229.0/24,6252001
192.245.249.0/24,1835841
192.245.252.0/22,6252001
192.247.0.0/24,6251999
192.247.1.0/24,2635167
192.247.11.0/24,6252001
192.247.12.0/22,6251999
192.247.16.0/21,6252001
192.248.0.0/18,1227603
192.248.128.0/20,6252001
192.248.192.0/19,6251999
192.248.224.0/22,6252001
192.249.16.0/20,1835841
192.249.32.0/22,6252001
192.249.42.0/23,1880251
192.249.44.0/22,6252001
192.249.96.0/20,6251999
192.249.112.0/20,6252001
192.249.128.0/17,6251999
192.250.0.0/20,6252001
192.250.16.0/22,6251999
192.250.20.0/22,6252001
192.250.24.0/22,6251999
192.250.29.0/24,6252001
192.250.224.0/24,2635167
192.250.240.0/20,6252001
192.251.0.0/24,6251999
192.251.1.0/24,6252001
192.251.26.0/23,6251999
192.251.31.0/24,6252001
192.251.39.0/24,3895114
192.251.40.0/21,6252001
192.251.52.0/22,6251999
192.251.56.0/22,6252001
192.251.61.0/24,102358
192.251.66.0/23,6252001
192.251.91.0/24,6251999
192.251.92.0/22,6252001
192.251.148.0/24,2077456
192.251.149.0/24,6252001
192.251.164.0/24,6251999
192.251.165.0/24,6252001
192.251.166.0/24,6251999
192.251.167.0/24,6252001
192.251.196.0/24,6251999
192.251.197.0/24,6252001
192.251.198.0/23,6251999
192.251.200.0/24,6252001
192.251.202.0/24,2300660
192.251.203.0/24,6252001
192.251.226.0/24,2921044
192.251.227.0/24,1605651
192.251.230.0/24,6252001
192.251.231.0/24,6251999
192.251.232.0/21,6252001
192.252.128.0/20,6251999
192.252.144.0/20,6252001
192.252.160.0/20,6251999
192.252.176.0/20,6252001
192.252.224.0/20,6251999
192.252.240.0/20,6252001
192.253.204.0/22,6251999
192.253.224.0/20,6252001
192.254.96.0/20,4566966
192.254.112.0/20,6252001
193.0.0.0/20,2750405
193.0.32.0/20,2658434
193.0.56.0/23,2623032
193.0.61.0/24,690791
193.0.62.0/24,1819730
193.0.63.0/24,2921044
193.0.64.0/18,798544
193.0.129.0/24,6252001
193.0.130.0/23,2017370
193.0.136.0/22,458258
193.0.142.0/23,690791
193.0.144.0/24,798544
193.0.145.0/24,2017370
193.0.146.0/23,2510769
193.0.148.0/22,2017370
193.0.156.0/24,130758
193.0.157.0/24,3175395
193.0.158.0/24,2635167
193.0.159.0/24,3017382
193.0.160.0/24,6252001
193.0.161.0/24,2623032
193.0.162.0/23,2750405
193.0.164.0/23,2510769
193.0.166.0/23,2017370
193.0.172.0/22,2658434
193.0.176.0/23,2635167
193.0.178.0/23,2017370
193.0.180.0/23,2186224
193.0.184.0/24,6252001
193.0.185.0/24,2017370
193.0.186.0/23,2921044
193.0.188.0/24,2782113
193.0.189.0/24,798549
193.0.191.0/24,2635167
193.0.192.0/22,798544
193.0.198.0/23,2921044
193.0.200.0/22,241170
193.0.204.0/22,690791
193.0.208.0/22,798544
193.0.212.0/24,6252001
193.0.213.0/24,2635167
193.0.214.0/23,2017370
193.0.216.0/22,6252001
193.0.220.0/23,690791
193.0.222.0/24,3144096
193.0.223.0/24,690791
193.0.224.0/24,2658434
193.0.225.0/24,798549
193.0.226.0/24,719819
193.0.227.0/24,458258
193.0.228.0/24,690791
193.0.229.0/24,458258
193.0.231.0/24,3077311
193.0.232.0/24,2635167
193.0.233.0/24,2750405
193.0.234.0/23,597427
193.0.236.0/24,798544
193.0.237.0/24,2658434
193.0.238.0/24,2921044
193.0.239.0/24,458258
193.0.240.0/24,690791
193.0.241.0/24,2510769
193.0.242.0/24,798544
193.0.243.0/24,2623032
193.0.244.0/24,3190538
193.0.245.0/24,241170
193.0.247.0/24,690791
193.0.248.0/24,2921044
193.0.249.0/24,6252001
193.0.250.0/24,2921044
193.0.251.0/24,597427
193.0.252.0/24,3144096
193.0.253.0/24,2661886
193.0.254.0/24,6290252
193.0.255.0/24,6252001
193.1.0.0/16,2963597
193.2.0.0/16,3190538
193.3.0.0/24,2510769
193.3.1.0/24,2623032
193.3.16.0/24,6252001
